Symbol,Name,InstrumentToken,ExchangeToken,InstrumentType,Segment,Exchange,IsActive
HINDCOMPOS,"HINDUSTAN COMPOSITES",351233,1372,EQ,NSE,NSE,True
HCC,"HINDUSTAN CONSTRUCTION CO",352001,1375,EQ,NSE,NSE,True
HINDUNILVR,"HINDUSTAN UNILEVER",356865,1394,EQ,NSE,NSE,True
HINDOILEXP,"HINDUSTAN OIL EXPLORATION",359169,1403,EQ,NSE,NSE,True
HINDPETRO,"HINDUSTAN PETROLEUM CORP",359937,1406,EQ,NSE,NSE,True
AGI,"AGI GREENPAC",361473,1412,EQ,NSE,NSE,True
GLOBAL,"GLOBAL EDUCATION",362241,1415,EQ,NSE,NSE,True
HINDZINC,"HINDUSTAN ZINC",364545,1424,EQ,NSE,NSE,True
SANOFI,"SANOFI INDIA",369153,1442,EQ,NSE,NSE,True
HLVLTD,"HLV",370689,1448,EQ,NSE,NSE,True
BIRLANU,"BIRLANU",372481,1455,EQ,NSE,NSE,True
JSWDULUX,"JSW DULUX",375553,1467,EQ,NSE,NSE,True
ACCURACY-BE,"ACCURACY SHIPPING",376833,1472,EQ,NSE,NSE,True
IDBI,"IDBI BANK",377857,1476,EQ,NSE,NSE,True
IFBIND,"IFB INDUSTRIES",380161,1485,EQ,NSE,NSE,True
REPL-BE,"RUDRABHISHEK ENTERP",380417,1486,EQ,NSE,NSE,True
IFCI,"IFCI",381697,1491,EQ,NSE,NSE,True
RBA,"RESTAURANT BRAND ASIA",382465,1494,EQ,NSE,NSE,True
SHIVAMILLS-BE,"SHIVA MILLS",384769,1503,EQ,NSE,NSE,True
MOGSEC,"MOTILAL OSWAL NIFTY 5 YEAR BENCHMARK G-SEC ETF",385793,1507,EQ,NSE,NSE,True
ASTERDM,"ASTER DM HEALTHCARE",386049,1508,EQ,NSE,NSE,True
INDHOTEL,"THE INDIAN HOTELS CO.",387073,1512,EQ,NSE,NSE,True
INDIACEM,"THE INDIA CEMENTS",387841,1515,EQ,NSE,NSE,True
INDIAGLYCO,"INDIA GLYCOLS",389377,1521,EQ,NSE,NSE,True
INDIANHUME,"INDIAN HUME PIPE CO.",391681,1530,EQ,NSE,NSE,True
RKEC,"RKEC PROJECTS",396033,1547,EQ,NSE,NSE,True
RVHL,"RAVINDER HEIGHTS",400641,1565,EQ,NSE,NSE,True
GMMPFAUDLR,"GMM PFAUDLER",401921,1570,EQ,NSE,NSE,True
GILLETTE,"GILLETTE INDIA",403457,1576,EQ,NSE,NSE,True
TARC,"TARC",404737,1581,EQ,NSE,NSE,True
INFY,"INFOSYS",408065,1594,EQ,NSE,NSE,True
INGERRAND,"INGERSOLL-RAND INDIA",408833,1597,EQ,NSE,NSE,True
MGEL-BE,"MANGALAM GLOBAL ENT",409089,1598,EQ,NSE,NSE,True
FAIRCHEMOR-BE,"FAIRCHEM ORGANICS",414465,1619,EQ,NSE,NSE,True
TATAINVEST,"TATA INVESTMENT CORP",414977,1621,EQ,NSE,NSE,True
IOC,"INDIAN OIL CORP",415745,1624,EQ,NSE,NSE,True
LINDEINDIA,"LINDE INDIA",416513,1627,EQ,NSE,NSE,True
BECTORFOOD,"MRS BECTORS FOOD SPE",416769,1628,EQ,NSE,NSE,True
IONEXCHANG,"ION EXCHANGE (INDIA)",417281,1630,EQ,NSE,NSE,True
IPCALAB,"IPCA LABORATORIES",418049,1633,EQ,NSE,NSE,True
ITC,"ITC",424961,1660,EQ,NSE,NSE,True
SUNDROP,"SUNDROP BRANDS",425729,1663,EQ,NSE,NSE,True
HGINFRA,"H.G.INFRA ENGINEERING",428033,1672,EQ,NSE,NSE,True
ITI,"ITI",428801,1675,EQ,NSE,NSE,True
JAYBARMARU,"JAY BHARAT MARUTI",437249,1708,EQ,NSE,NSE,True
JAYSREETEA,"JAYSHREE TEA & INDUSTRIES",440321,1720,EQ,NSE,NSE,True
JINDALPOLY,"JINDAL POLY FILMS",449537,1756,EQ,NSE,NSE,True
KANPRPLA,"KANPUR PLASTIPACK",456193,1782,EQ,NSE,NSE,True
AWHCL,"ANTONY WASTE HDG CELL",460033,1797,EQ,NSE,NSE,True
JYOTISTRUC,"JYOTI STRUCTURES",461313,1802,EQ,NSE,NSE,True
KABRAEXTRU,"KABRA EXTRUSION TECHNIK L",462081,1805,EQ,NSE,NSE,True
KAJARIACER,"KAJARIA CERAMICS",462849,1808,EQ,NSE,NSE,True
KPIL,"KALPATARU PROJECT INT",464385,1814,EQ,NSE,NSE,True
KAMATHOTEL,"KAMAT HOTELS (I)",467457,1826,EQ,NSE,NSE,True
KARURVYSYA,"KARUR VYSYA BANK",470529,1838,EQ,NSE,NSE,True
KCP,"KCP",471297,1841,EQ,NSE,NSE,True
CARYSIL,"CARYSIL",481025,1879,EQ,NSE,NSE,True
CUMMINSIND,"CUMMINS INDIA",486657,1901,EQ,NSE,NSE,True
KOTAKBANK,"KOTAK MAHINDRA BANK",492033,1922,EQ,NSE,NSE,True
WEALTH,"WEALTH FRST PORT. MG.",492289,1923,EQ,NSE,NSE,True
LIQUIDETF,"DSP NIFTY 1D RATE LIQUID ETF",493313,1927,EQ,NSE,NSE,True
KREBSBIO,"KREBS BIOCHEMICALS & IND",495873,1937,EQ,NSE,NSE,True
KSB,"KSB",498945,1949,EQ,NSE,NSE,True
TRENT,"TRENT",502785,1964,EQ,NSE,NSE,True
LMW,"LMW",506625,1979,EQ,NSE,NSE,True
LIBERTSHOE,"LIBERTY SHOES",510465,1994,EQ,NSE,NSE,True
LICHSGFIN,"LIC HOUSING FINANCE",511233,1997,EQ,NSE,NSE,True
AHLADA,"AHLADA ENGINEERS",513025,2004,EQ,NSE,NSE,True
LUMAXIND,"LUMAX INDUSTRIES",516609,2018,EQ,NSE,NSE,True
IRFC,"INDIAN RAILWAY FIN CORP L",519425,2029,EQ,NSE,NSE,True
M&M,"MAHINDRA & MAHINDRA",519937,2031,EQ,NSE,NSE,True
RAMCOCEM,"THE RAMCO CEMENTS",523009,2043,EQ,NSE,NSE,True
INDIGOPNTS,"INDIGO PAINTS",524289,2048,EQ,NSE,NSE,True
CHENNPETRO,"CHENNAI PETROLEUM CORP LT",524545,2049,EQ,NSE,NSE,True
HOMEFIRST,"HOME FIRST FIN CO IND",526337,2056,EQ,NSE,NSE,True
VTL,"VARDHMAN TEXTILES",530689,2073,EQ,NSE,NSE,True
MAHSCOOTER,"MAHARASHTRA SCOOTERS",533761,2085,EQ,NSE,NSE,True
MAHSEAMLES,"MAHARASHTRA SEAMLESS",534529,2088,EQ,NSE,NSE,True
MANGLMCEM,"MANGALAM CEMENT",539137,2106,EQ,NSE,NSE,True
STOVEKRAFT,"STOVE KRAFT",539393,2107,EQ,NSE,NSE,True
MASTEK,"MASTEK",543745,2124,EQ,NSE,NSE,True
MFSL,"MAX FINANCIAL SERV",548353,2142,EQ,NSE,NSE,True
BDL,"BHARAT DYNAMICS",548865,2144,EQ,NSE,NSE,True
RAJMET,"RAJNANDINI METAL",555009,2168,EQ,NSE,NSE,True
AKG,"AKG EXIM",557057,2176,EQ,NSE,NSE,True
BOSCHLTD,"BOSCH",558337,2181,EQ,NSE,NSE,True
TSFINV,"TSF INVESTMENTS",558849,2183,EQ,NSE,NSE,True
GENCON,"GENERIC ENG CONS PROJ",560129,2188,EQ,NSE,NSE,True
BIRET-RR,"BROOKFIELD INDIA RET",563969,2203,EQ,NSE,NSE,True
MODIRUBBER,"MODI RUBBER",570625,2229,EQ,NSE,NSE,True
MODTHREAD,"MODERN THREADS INDIA",573697,2241,EQ,NSE,NSE,True
MOREPENLAB,"MOREPEN LAB.",578305,2259,EQ,NSE,NSE,True
BANDHANBNK,"BANDHAN BANK",579329,2263,EQ,NSE,NSE,True
IRISDOREME,"IRIS CLOTHINGS",582401,2275,EQ,NSE,NSE,True
MRF,"MRF",582913,2277,EQ,NSE,NSE,True
MRPL,"MRPL",584449,2283,EQ,NSE,NSE,True
HLEGLAS,"HLE GLASCOAT",585985,2289,EQ,NSE,NSE,True
MTNL,"MAHANAGAR TELEPHONE NIGAM",587265,2294,EQ,NSE,NSE,True
HAL,"HINDUSTAN AERONAUTICS",589569,2303,EQ,NSE,NSE,True
BESTAGRO,"BEST AGROLIFE",590337,2306,EQ,NSE,NSE,True
MUNJALSHOW,"MUNJAL SHOWA",590593,2307,EQ,NSE,NSE,True
MURUDCERA,"MURUDESHWAR CERAMICS",592129,2313,EQ,NSE,NSE,True
HEIDELBERG,"HEIDELBERGCEMENT (I)",592897,2316,EQ,NSE,NSE,True
NCC,"NCC",593665,2319,EQ,NSE,NSE,True
SMCGLOBAL,"SMC GLOBAL SECURITIES",593921,2320,EQ,NSE,NSE,True
CPSEETF,"CPSE ETF",595969,2328,EQ,NSE,NSE,True
JAYNECOIND,"JAYASWAL NECO INDUSTR",596737,2331,EQ,NSE,NSE,True
NURECA,"NURECA",601601,2350,EQ,NSE,NSE,True
NAVNETEDUL,"NAVNEET EDUCATION",610561,2385,EQ,NSE,NSE,True
NELCO,"NELCO",611329,2388,EQ,NSE,NSE,True
SANDHAR,"SANDHAR TECHNOLOGIES",613633,2397,EQ,NSE,NSE,True
NEULANDLAB,"NEULAND LAB",615937,2406,EQ,NSE,NSE,True
NILKAMAL,"NILKAMAL",619777,2421,EQ,NSE,NSE,True
RAILTEL,"RAILTEL CORP OF IND",622337,2431,EQ,NSE,NSE,True
NIRLON,"NIRLON",622849,2433,EQ,NSE,NSE,True
CONSUMBEES,"NIPPON INDIA ETF CONSUMPTION",623361,2435,EQ,NSE,NSE,True
NKIND,"NK INDUSTRIES",624385,2439,EQ,NSE,NSE,True
NOCIL,"NOCIL",625153,2442,EQ,NSE,NSE,True
CENTRUM,"CENTRUM CAPITAL",628225,2454,EQ,NSE,NSE,True
MIDHANI,"MISHRA DHATU NIGAM",630529,2463,EQ,NSE,NSE,True
ONGC,"OIL AND NATURAL GAS CORP.",633601,2475,EQ,NSE,NSE,True
ONWARDTEC,"ONWARD TECHNOLOGIES",635137,2481,EQ,NSE,NSE,True
SILGO,"SILGO RETAIL",637953,2492,EQ,NSE,NSE,True
ORIENTHOT,"ORIENT HOTELS",638209,2493,EQ,NSE,NSE,True
ORIENTPPR,"ORIENT PAPER AND INDS",638977,2496,EQ,NSE,NSE,True
BCLIND,"BCL INDUSTRIES",643329,2513,EQ,NSE,NSE,True
PGHH,"P&G HYGIENE & HEALTH CARE",648961,2535,EQ,NSE,NSE,True
HUHTAMAKI,"HUHTAMAKI INDIA",655873,2562,EQ,NSE,NSE,True
AMJLAND,"AMJ LAND HOLDINGS",665089,2598,EQ,NSE,NSE,True
LEMONTREE,"LEMON TREE HOTELS",667137,2606,EQ,NSE,NSE,True
HERANBA,"HERANBA INDUSTRIES",669185,2614,EQ,NSE,NSE,True
SEAMECLTD,"SEAMEC",669697,2616,EQ,NSE,NSE,True
IT,"KOTAK NIFTY IT ETF",672513,2627,EQ,NSE,NSE,True
DIVOPPBEES,"NIPPON INDIA ETF NIFTY DIVIDEND OPPORTUNITIES 50",674817,2636,EQ,NSE,NSE,True
PFIZER,"PFIZER",676609,2643,EQ,NSE,NSE,True
DRCSYSTEMS,"DRC SYSTEMS INDIA",677121,2645,EQ,NSE,NSE,True
PCBL,"PCBL CHEMICAL",678145,2649,EQ,NSE,NSE,True
PIDILITIND,"PIDILITE INDUSTRIES",681985,2664,EQ,NSE,NSE,True
POLYPLEX,"POLYPLEX CORPORATION",687873,2687,EQ,NSE,NSE,True
PRAJIND,"PRAJ INDUSTRIES",692481,2705,EQ,NSE,NSE,True
PRAKASH,"PRAKASH INDUSTRIES",693249,2708,EQ,NSE,NSE,True
PRECOT,"PRECOT",694017,2711,EQ,NSE,NSE,True
MTARTECH-BE,"MTAR TECHNOLOGIES",695041,2715,EQ,NSE,NSE,True
BUTTERFLY,"BTRFLY GANDHI APPL",695297,2716,EQ,NSE,NSE,True
PRECWIRE,"PRECISION WIRES INDIA",695553,2717,EQ,NSE,NSE,True
PRSMJOHNSN,"PRISM JOHNSON",701185,2739,EQ,NSE,NSE,True
JUBLINGREA,"JUBILANT INGREVIA",712449,2783,EQ,NSE,NSE,True
EASEMYTRIP,"EASY TRIP PLANNERS",714753,2792,EQ,NSE,NSE,True
RAJSREESUG,"RAJSHREE SUGAR & CHEMICAL",719105,2809,EQ,NSE,NSE,True
ARVEE,"ARVEE LABORATORIES I",720385,2814,EQ,NSE,NSE,True
CHEMFAB-BE,"CHEMFAB ALKALIS",720641,2815,EQ,NSE,NSE,True
RALLIS,"RALLIS INDIA",720897,2816,EQ,NSE,NSE,True
ANURAS,"ANUPAM RASAYAN INDIA",724225,2829,EQ,NSE,NSE,True
RANASUG,"RANA SUGARS",726273,2837,EQ,NSE,NSE,True
LXCHEM,"LAXMI ORGANIC INDUS",727297,2841,EQ,NSE,NSE,True
RANEHOLDIN,"RANE HOLDINGS",728065,2844,EQ,NSE,NSE,True
CRAFTSMAN,"CRAFTSMAN AUTOMATION",730625,2854,EQ,NSE,NSE,True
RAYMOND,"RAYMOND",731905,2859,EQ,NSE,NSE,True
RCF,"RASHTRIYA CHEMICALS & FER",733697,2866,EQ,NSE,NSE,True
HITECH,"HI-TECH PIPES",734209,2868,EQ,NSE,NSE,True
RELIANCE,"RELIANCE INDUSTRIES",738561,2885,EQ,NSE,NSE,True
INTERISE-IV,"INTERISE TRUST",740353,2892,EQ,NSE,NSE,True
RICOAUTO,"RICO AUTO INDUSTRIES",744705,2909,EQ,NSE,NSE,True
RIIL,"RELIANCE INDUSTRIAL INFRA",745473,2912,EQ,NSE,NSE,True
S&SPOWER,"S&S POWER SWITCHGEARS",755457,2951,EQ,NSE,NSE,True
KALYANKJIL,"KALYAN JEWELLERS IND",756481,2955,EQ,NSE,NSE,True
SAIL,"STEEL AUTHORITY OF INDIA",758529,2963,EQ,NSE,NSE,True
SAKHTISUG,"SAKTHI SUGARS",760065,2969,EQ,NSE,NSE,True
SURYODAY,"SURYODAY SMALL FIN BK",760321,2970,EQ,NSE,NSE,True
ORIENTELEC,"ORIENT ELECTRIC",760833,2972,EQ,NSE,NSE,True
ORTINGLOBE-BE,"ORTIN GLOBAL",762881,2980,EQ,NSE,NSE,True
NAZARA,"NAZARA TECHNOLOGIES",764673,2987,EQ,NSE,NSE,True
SANDESH,"SANDESH",764929,2988,EQ,NSE,NSE,True
SUVIDHAA,"SUVIDHAA INFOSERVE",767489,2998,EQ,NSE,NSE,True
BSE500IETF,"ICICI PRUDENTIAL BSE 500 ETF",768257,3001,EQ,NSE,NSE,True
WONDERLA,"WONDERLA HOLIDAYS",768513,3002,EQ,NSE,NSE,True
KOHINOOR,"KOHINOOR FOODS",770305,3009,EQ,NSE,NSE,True
ITAXIS,"AXISAMC-ITAXIS",770561,3010,EQ,NSE,NSE,True
SAURASHCEM,"SAURASHTRA CEMENT",772609,3018,EQ,NSE,NSE,True
SOTL,"SAVITA OIL TECHNOLO.",773377,3021,EQ,NSE,NSE,True
JINDALSAW,"JINDAL SAW",774145,3024,EQ,NSE,NSE,True
SBIN,"STATE BANK OF INDIA",779521,3045,EQ,NSE,NSE,True
SCI,"SHIPPING CORP OF INDIA LT",780289,3048,EQ,NSE,NSE,True
VEDL,"VEDANTA",784129,3063,EQ,NSE,NSE,True
SESHAPAPER,"SESHASAYEE PAPER & BOARDS",784897,3066,EQ,NSE,NSE,True
SHANTIGEAR,"SHANTHI GEARS",787969,3078,EQ,NSE,NSE,True
INDOSTAR,"INDOSTAR CAPITAL FIN",790529,3088,EQ,NSE,NSE,True
SHREDIGCEM,"SHREE DIGVIJAY CEM CO",793345,3099,EQ,NSE,NSE,True
SHREECEM,"SHREE CEMENT",794369,3103,EQ,NSE,NSE,True
SHREYANIND,"SHREYANS INDUSTRIES",800257,3126,EQ,NSE,NSE,True
UFBL,"UNITED FOODBRANDS",800513,3127,EQ,NSE,NSE,True
HONDAPOWER,"HONDA I POWER PRODUCT",803329,3138,EQ,NSE,NSE,True
BORORENEW,"BOROSIL RENEWABLES",806145,3149,EQ,NSE,NSE,True
SIEMENS,"SIEMENS",806401,3150,EQ,NSE,NSE,True
SIMPLEXINF,"SIMPLEX INFRASTRUCTURES L",809473,3162,EQ,NSE,NSE,True
GILT5YBEES,"NIPPON INDIA ETF NIFTY 5 YR BENCHMARK G-SEC",812033,3172,EQ,NSE,NSE,True
SKFINDIA,"SKF INDIA",815617,3186,EQ,NSE,NSE,True
LODHA,"LODHA DEVELOPERS",824321,3220,EQ,NSE,NSE,True
JTEKTINDIA,"JTEKT INDIA",828673,3237,EQ,NSE,NSE,True
NITIRAJ,"NITIRAJ ENGINEERS",831233,3247,EQ,NSE,NSE,True
SPIC,"SPIC",832513,3252,EQ,NSE,NSE,True
SRF,"SRF",837889,3273,EQ,NSE,NSE,True
TEMBO,"TEMBO GLOBAL IND",838401,3275,EQ,NSE,NSE,True
STARPAPER,"STAR PAPER MILLS",842497,3291,EQ,NSE,NSE,True
DEEPINDS,"DEEP INDUSTRIES",842753,3292,EQ,NSE,NSE,True
SPMLINFRA,"SPML INFRA",850177,3321,EQ,NSE,NSE,True
SUBROS,"SUBROS",850945,3324,EQ,NSE,NSE,True
MODISONLTD-BE,"MODISON",851201,3325,EQ,NSE,NSE,True
SUDARSCHEM,"SUDARSHAN CHEMICAL INDS L",851713,3327,EQ,NSE,NSE,True
ISGEC,"ISGEC HEAVY ENG",852225,3329,EQ,NSE,NSE,True
SUNDARMFIN,"SUNDARAM FINANCE",854785,3339,EQ,NSE,NSE,True
SUNDRMFAST,"SUNDRAM FASTENERS",856321,3345,EQ,NSE,NSE,True
SUNFLAG,"SUNFLAG IRON AND STEEL CO",857089,3348,EQ,NSE,NSE,True
SUNPHARMA,"SUN PHARMACEUTICAL IND L",857857,3351,EQ,NSE,NSE,True
SUPREMEIND,"SUPREME INDUSTRIES",860929,3363,EQ,NSE,NSE,True
SURYAROSNI,"SURYA ROSHNI",864001,3375,EQ,NSE,NSE,True
SWARAJENG,"SWARAJ ENGINES",866305,3384,EQ,NSE,NSE,True
SMLMAH,"SML MAHINDRA",867073,3387,EQ,NSE,NSE,True
AGARIND,"AGARWAL INDS CORP",867585,3389,EQ,NSE,NSE,True
TAINWALCHM,"TAINWALA CHEMICAL AND PLA",869377,3396,EQ,NSE,NSE,True
AJOONI,"AJOONI BIOTECH",871169,3403,EQ,NSE,NSE,True
TATACHEM,"TATA CHEMICALS",871681,3405,EQ,NSE,NSE,True
TATAELXSI,"TATA ELXSI",873217,3411,EQ,NSE,NSE,True
HONAUT,"HONEYWELL AUTOMATION IND",874753,3417,EQ,NSE,NSE,True
TATAPOWER,"TATA POWER CO",877057,3426,EQ,NSE,NSE,True
TATACONSUM,"TATA CONSUMER PRODUCT",878593,3432,EQ,NSE,NSE,True
BBOX,"BLACK BOX",879361,3435,EQ,NSE,NSE,True
TECILCHEM,"TECIL CHEMICALS",883969,3453,EQ,NSE,NSE,True
TMPV,"TATA MOTORS PASS VEH",884737,3456,EQ,NSE,NSE,True
TFCILTD,"TOURISM FINANCE CORP. OF",887297,3466,EQ,NSE,NSE,True
THERMAX,"THERMAX",889601,3475,EQ,NSE,NSE,True
THOMASCOOK,"THOMAS COOK (INDIA)",891137,3481,EQ,NSE,NSE,True
CLSEL,"CHAMAN LAL SETIA EXP",891393,3482,EQ,NSE,NSE,True
TIL,"TIL",891905,3484,EQ,NSE,NSE,True
PGINVIT-IV,"POWERGRID INFRA. INVITS",894465,3494,EQ,NSE,NSE,True
TIRUMALCHM,"THIRUMALAI CHEMICALS",894977,3496,EQ,NSE,NSE,True
TATASTEEL,"TATA STEEL",895745,3499,EQ,NSE,NSE,True
TITAN,"TITAN COMPANY",897537,3506,EQ,NSE,NSE,True
MAFANG,"MIRAE ASSET NYSE FANG+ ETF",897793,3507,EQ,NSE,NSE,True
TNPETRO,"TAMILNADU PETROPRODUCTS L",898305,3509,EQ,NSE,NSE,True
TNTELE,"TAMILNADU TELECOMMUNICATI",899073,3512,EQ,NSE,NSE,True
TORNTPHARM,"TORRENT PHARMACEUTICALS L",900609,3518,EQ,NSE,NSE,True
TRANSPEK,"TRANSPEK INDUSTRY",903937,3531,EQ,NSE,NSE,True
TTKPRESTIG,"TTK PRESTIGE",907777,3546,EQ,NSE,NSE,True
EQUIPPP-BE,"EQUIPPP SOC IMP TECH",909569,3553,EQ,NSE,NSE,True
ADANIGREEN,"ADANI GREEN ENERGY",912129,3563,EQ,NSE,NSE,True
UCAL,"UCAL",913921,3570,EQ,NSE,NSE,True
UNICHEMLAB,"UNICHEM LABORATORIES",916225,3579,EQ,NSE,NSE,True
MOKSH,"MOKSH ORNAMENTS",918017,3586,EQ,NSE,NSE,True
UNITECH,"UNITECH",920065,3594,EQ,NSE,NSE,True
UNIVCABLES,"UNIVERSAL CABLES",923393,3607,EQ,NSE,NSE,True
HEALTHAXIS,"AXISAMC-HEALTHAXIS",923649,3608,EQ,NSE,NSE,True
HEALTHIETF,"ICICI PRUDENTIAL NIFTY HEALTHCARE ETF",928257,3626,EQ,NSE,NSE,True
JUBLPHARMA,"JUBILANT PHARMOVA",931073,3637,EQ,NSE,NSE,True
VARDMNPOLY,"VARDHMAN POLYTEX",933377,3646,EQ,NSE,NSE,True
SOLARA,"SOLARA ACTIVE PHA SCI",940033,3672,EQ,NSE,NSE,True
VESUVIUS,"VESUVIUS INDIA",941057,3676,EQ,NSE,NSE,True
GAYAHWS,"GAYATRI HIGHWAYS",945409,3693,EQ,NSE,NSE,True
VINDHYATEL,"VINDHYA TELELINKS",945665,3694,EQ,NSE,NSE,True
VIPIND,"VIP INDUSTRIES",947969,3703,EQ,NSE,NSE,True
VLSFINANCE,"VLS FINANCE",951041,3715,EQ,NSE,NSE,True
VOLTAS,"VOLTAS",951809,3718,EQ,NSE,NSE,True
TATACOMM,"TATA COMMUNICATIONS",952577,3721,EQ,NSE,NSE,True
VSTIND,"VST INDUSTRIES",953345,3724,EQ,NSE,NSE,True
ANMOL,"ANMOL INDIA",954113,3727,EQ,NSE,NSE,True
WALCHANNAG,"WALCHANDNAGAR INDUSTRIES",956417,3736,EQ,NSE,NSE,True
FINEORG,"FINE ORGANIC IND.",958465,3744,EQ,NSE,NSE,True
WEIZMANIND,"WEIZMANN",959489,3748,EQ,NSE,NSE,True
VENKEYS,"VENKY S (INDIA)",961793,3757,EQ,NSE,NSE,True
RITES,"RITES",962817,3761,EQ,NSE,NSE,True
WHEELS,"WHEELS INDIA",964097,3766,EQ,NSE,NSE,True
WILLAMAGOR,"WILLIAMSON MAGOR",965633,3772,EQ,NSE,NSE,True
WIPRO,"WIPRO",969473,3787,EQ,NSE,NSE,True
WSTCSTPAPR,"WEST COAST PAPER MILLS LT",972545,3799,EQ,NSE,NSE,True
VINEETLAB-BE,"VINEET LABORATORIES",975105,3809,EQ,NSE,NSE,True
ZEEL,"ZEE ENTERTAINMENT ENT",975873,3812,EQ,NSE,NSE,True
ARIHANTCAP,"ARIHANT CAPITAL MKTS",976129,3813,EQ,NSE,NSE,True
ZODIACLOTH,"ZODIAC CLOTHING CO.",978177,3821,EQ,NSE,NSE,True
ZUARIIND,"ZUARI INDUSTRIES",979713,3827,EQ,NSE,NSE,True
BHARATRAS,"BHARAT RASAYAN",981505,3834,EQ,NSE,NSE,True
VARROC,"VARROC ENGINEERING",987393,3857,EQ,NSE,NSE,True
SOMANYCERA,"SOMANY CERAMICS",993281,3880,EQ,NSE,NSE,True
HATSUN,"HATSUN AGRO PRODUCT",996353,3892,EQ,NSE,NSE,True
CAPLIPOINT,"CAPLIN POINT LAB",999937,3906,EQ,NSE,NSE,True
PREMIERPOL,"PREMIER POLYFILM",1000449,3908,EQ,NSE,NSE,True
NATCOPHARM,"NATCO PHARMA",1003009,3918,EQ,NSE,NSE,True
GOCLCORP,"GOCL CORPORATION",1014529,3963,EQ,NSE,NSE,True
REMSONSIND,"REMSONS INDUSTRIES",1015041,3965,EQ,NSE,NSE,True
PARASPETRO,"PARAS PETROFILS",1016833,3972,EQ,NSE,NSE,True
TNPL,"TAMILNADU NEWSPRT & PAPER",1018881,3980,EQ,NSE,NSE,True
GREENPLY,"GREENPLY INDUSTRIES",1020673,3987,EQ,NSE,NSE,True
CORALFINAC,"CORAL INDIA FIN & HOUS LT",1025793,4007,EQ,NSE,NSE,True
PVP,"PVP VENTURES",1026561,4010,EQ,NSE,NSE,True
NAVA,"NAVA",1027585,4014,EQ,NSE,NSE,True
EIMCOELECO,"EIMCO ELECON (INDIA)",1034241,4040,EQ,NSE,NSE,True
JAYAGROGN,"JAYANT AGRO ORGANICS",1034497,4041,EQ,NSE,NSE,True
PANACEABIO,"PANACEA BIOTEC",1038081,4055,EQ,NSE,NSE,True
CUBEXTUB,"CUBEX TUBINGS",1040385,4064,EQ,NSE,NSE,True
MARICO,"MARICO",1041153,4067,EQ,NSE,NSE,True
SILINV,"SIL INVESTMENTS",1050881,4105,EQ,NSE,NSE,True
HBSL-BE,"HB STOCKHOLDINGS",1054209,4118,EQ,NSE,NSE,True
SAMBHAAV,"SAMBHAAV MEDIA",1056513,4127,EQ,NSE,NSE,True
REGENCERAM,"REGENCY CERAMICS",1057281,4130,EQ,NSE,NSE,True
BIOFILCHEM,"BIOFIL CHEM & PHARMA",1058817,4136,EQ,NSE,NSE,True
KEYFINSERV,"KEYNOTE FIN SERV",1064193,4157,EQ,NSE,NSE,True
NORBTEAEXP,"NORBEN TEA & EXPORTS",1064961,4160,EQ,NSE,NSE,True
ZENITHEXPO,"ZENITH EXPORTS",1069057,4176,EQ,NSE,NSE,True
SANGAMIND,"SANGAM (INDIA)",1071105,4184,EQ,NSE,NSE,True
SOMATEX,"SOMA TEXTILES & INDUST LT",1075457,4201,EQ,NSE,NSE,True
MOTHERSON,"SAMVRDHNA MTHRSN INTL",1076225,4204,EQ,NSE,NSE,True
VISAKAIND,"VISAKA INDUSTRIES",1080577,4221,EQ,NSE,NSE,True
ZFSTEERING,"Z F STEERING GEAR (I)",1082625,4229,EQ,NSE,NSE,True
WENDT,"WENDT (INDIA)",1084161,4235,EQ,NSE,NSE,True
HDFCAMC,"HDFC AMC",1086465,4244,EQ,NSE,NSE,True
DENORA,"DE NORA INDIA",1095425,4279,EQ,NSE,NSE,True
BDR-IT,"BDR BUILDCON",1099265,4294,EQ,NSE,NSE,True
SHRIRAMFIN,"SHRIRAM FINANCE",1102337,4306,EQ,NSE,NSE,True
PUNJABCHEM,"PUNJAB CHEM & CROP PROT L",1112065,4344,EQ,NSE,NSE,True
SENSEXIETF,"ICICI PRUDENTIAL BSE SENSEX ETF",1120769,4378,EQ,NSE,NSE,True
GULFOILLUB,"GULF OIL LUB. IND.",1124097,4391,EQ,NSE,NSE,True
MIRZAINT,"MIRZA INTERNATIONAL LIMIT",1124865,4394,EQ,NSE,NSE,True
JAGSNPHARM,"JAGSONPAL PHARMACEUTICALS",1128961,4410,EQ,NSE,NSE,True
CREDITACC,"CREDITACCESS GRAMEEN",1131777,4421,EQ,NSE,NSE,True
INDIANCARD,"INDIAN CARD CLOTHING CO.",1132033,4422,EQ,NSE,NSE,True
HAWKINCOOK,"HAWKINS COOKERS",1137665,4444,EQ,NSE,NSE,True
ELECTHERM,"ELECTROTHERM (I)",1144065,4469,EQ,NSE,NSE,True
ELPROINTL,"ELPRO INTERNATIONAL",1144577,4471,EQ,NSE,NSE,True
AARTIDRUGS,"AARTI DRUGS",1147137,4481,EQ,NSE,NSE,True
ALKYLAMINE,"ALKYL AMINES CHEM.",1148673,4487,EQ,NSE,NSE,True
BOSCH-HCIL,"BOSCH HOME COMFRT IND",1149697,4491,EQ,NSE,NSE,True
MPHASIS,"MPHASIS",1152769,4503,EQ,NSE,NSE,True
SIGIND,"SIGNET INDUSTRIES",1157633,4522,EQ,NSE,NSE,True
